candidate	relevant_yn	sentiment	sentiment_confidence	subject_matter	retweet_count	text	tweet_created	tweet_location	user_timezone
No candidate mentioned	yes	Negative	0.6611	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52	Deep South	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	0.6632	FOX News or Moderators	0	"""@RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates"""	8/6/15 20:52		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52		
No candidate mentioned	yes	Negative	0.3483	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52		
No candidate mentioned	yes	Negative	0.3604	FOX News or Moderators	0	Call @FoxNews! Demand a 2-minute routine segment in all future #GOPDebates! Let's see who can really wield the #BatonOfFreedom.	8/6/15 20:52		
No candidate mentioned	yes	Negative	0.618	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52		
No candidate mentioned	yes	Neutral	0.6705	FOX News or Moderators	2	RT @blackplanet: _Are We Being Punkd?_ѝ Twitter Has A Field Day With Round 1 Of The #GOPDebates http://t.co/KEw5LxZw4t	8/6/15 20:52	...in your rearview mirror	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52	Some smalltown in PA.	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52	IN	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:52		Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.6778	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 20:52	State of Confusion	Eastern Time (US & Canada)
Ted Cruz	yes	Positive	0.6941	None of the above	0	Cruz said it right.  Our leaders aren't stupid they just don't want to fo what is right.  #GOPDebates	8/6/15 20:52	"Indiana, U.S.A."	Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6897	None of the above	19	RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6	8/6/15 20:51	Quezon City	Alaska
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:51	St.George Utah	Central Time (US & Canada)
Donald Trump	yes	Negative	0.6396	FOX News or Moderators	6	Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! #GOPDebates #KellyFile	8/6/15 20:51	TEXAS	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6725	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:51	Gold Canyon AZ	Arizona
Donald Trump	yes	Positive	0.6667	None of the above	1	"""Anyone have any more questions?"" #TrumpCrush #GOPdebates http://t.co/bDUX3nKyTe"	8/6/15 20:51	"Washington, DC"	Eastern Time (US & Canada)
Donald Trump	yes	Positive	0.3438	None of the above	0	@BruceBartlett @JesseLaGreca  #GOPDebates were definitely biased. Too civilized...except for #Trump2016	8/6/15 20:51	moved from CA to NC	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:51		Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6264	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:51	"New Albany, Indiana"	
Rand Paul	yes	Negative	0.6742	None of the above	5	"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"	8/6/15 20:51	"Austin, TX"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:50		Eastern Time (US & Canada)
Donald Trump	yes	Negative	0.6768	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 20:50	USA	Quito
No candidate mentioned	yes	Neutral	0.3366	None of the above	0	#GOPDebates how many of these Repubs candidates Parents was born in America? Americans generation after generation who know the history #p2	8/6/15 20:50	ILL	
No candidate mentioned	yes	Neutral	0.3596	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:50	The Lone Star State	
John Kasich	yes	Neutral	0.6517	FOX News or Moderators	0	Oh I think #Fox will brag it! #Kasich #GopDebates  https://t.co/ZK8kCNqE8L	8/6/15 20:50	Viva Las Vegas NV.	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6563	None of the above	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:50		Eastern Time (US & Canada)
Rand Paul	yes	Negative	0.6235	None of the above	5	"RT @SupermanHotMale: No, Rand Paul does not have a budget, he has budgets... multiple sets of books? Yep... #GopDebates"	8/6/15 20:50	Illinois	Central Time (US & Canada)
Chris Christie	yes	Negative	0.6304		0	Sad that nobody asked Chris Christie about those times he left Jersey to go to Dallas Cowboys games and taxpayers paid for it. #GOPDebates	8/6/15 20:49		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:49	"Aurora, Colorado"	Mountain Time (US & Canada)
Donald Trump	yes	Neutral	0.3404	None of the above	0	He's going independent you watch. Lol #TrumpIndependentTrain #GopDebates  https://t.co/NDa3wPmXKt	8/6/15 20:49	Viva Las Vegas NV.	Pacific Time (US & Canada)
Jeb Bush	yes	Negative	0.3298		9	RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates	8/6/15 20:49	"Modesto, California"	
Donald Trump	yes	Negative	0.3263	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 20:49	Cofederateland 	Eastern Time (US & Canada)
No candidate mentioned	yes	Neutral	1	None of the above	3	"RT @mbbiba: Prepared for #GOPdebates. There are times which demand Scotch milkshakes, I know, sacrilege. @maddow http://t.co/vEBJt6Nrst"	8/6/15 20:49	"Fort Lee, VA"	
No candidate mentioned	yes	Negative	0.7087	FOX News or Moderators	13		8/6/15 20:49	Conway SC 	Atlantic Time (Canada)
Jeb Bush	yes	Neutral	0.3507	Immigration	21		8/6/15 20:49	USA	Quito
Ted Cruz	yes	Positive	1	None of the above	65		8/6/15 20:49	North Georgia	Atlantic Time (Canada)
No candidate mentioned	yes	Negative	0.6404	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:49		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:49		
No candidate mentioned	yes	Negative	0.6727	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:49	CA	America/Los_Angeles
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48	The Great State of Texas.  :)	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48	USA	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	0.6552	FOX News or Moderators	120	RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ___ #GOPDebate  __	8/6/15 20:48	Everywhere...	Sydney
No candidate mentioned	yes	Positive	1	None of the above	66	RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.	8/6/15 20:48		Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48		Quito
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48	Chicago area	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 20:48		
No candidate mentioned	yes	Negative	0.6495	None of the above	0	@therobotjane @ChZuckBean @BillyDenton23 @SharkPrinceRen STARSCREAM IS DICK CHENEY #gopdebates	8/6/15 20:48	Planet Rumyungyunsunsun	
No candidate mentioned	yes	Negative	0.6279	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48	"Florida, USA ...by choice"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	None of the above	0	Anyone who REALLY loved America tonight would have dropped an atomic bomb on the #GOPDebate #GOPDebacle #GOPDebates	8/6/15 20:48	"Fresno, California"	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:48	San Francisco	Pacific Time (US & Canada)
Chris Christie	yes	Negative	1	None of the above	7	RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates	8/6/15 20:48		Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.7	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		Central Time (US & Canada)
No candidate mentioned	yes	Negative	0.6724	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	Rio Linda	Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	alt for @jude505 	Atlantic Time (Canada)
No candidate mentioned	yes	Neutral	0.6413	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		
No candidate mentioned	yes	Neutral	0.6737	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		
Donald Trump	yes	Positive	1	Immigration	105	"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"	8/6/15 20:47	U.S	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	157	"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ___ #GOPDebate  #GOPDebates"	8/6/15 20:47		Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	"Love God, America & music"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	the internet	Mazatlan
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	TEXAS  CONSERVATIVE 	
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		
John Kasich	yes	Positive	1	None of the above	0	I need to do some research but @JohnKasich is the only in the #GOPDebates that stands a chance to get my vote as far as me maybe voting #GOP	8/6/15 20:47	"Small Town, USA"	Eastern Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47	"Washington, MI"	Eastern Time (US & Canada)
No candidate mentioned	yes	Positive	1	None of the above	0	I love the Great One!!!!! #GOPDebates http://t.co/VeGgW14ipB	8/6/15 20:47	Small Town in Texas	Central Time (US & Canada)
No candidate mentioned	yes	Negative	1	FOX News or Moderators	142	RT @RWSurferGirl: We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:47		Pacific Time (US & Canada)
No candidate mentioned	yes	Negative	0.6642	None of the above	3		8/6/15 20:47		
Donald Trump	yes	Positive	0.6859	None of the above	3	RT @tmservo433: Prediction: Donald Trump goes up in post debate polls. Because he looks no crazier than anyone else and more entertaining #__	8/6/15 20:47	"Brisbane, Queensland"	Jakarta
No candidate mentioned	yes	Neutral	0.3462	None of the above	0	Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next. http://t.co/ZFPYBZVcMk	8/6/15 20:46		Amsterdam
No candidate mentioned	yes	Positive	1	None of the above	0	Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next. http://t.co/WB0zTeOrZm j8p	8/6/15 20:46		
No candidate mentioned	yes	Positive	1	None of the above	0	Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next. http://t.co/PpxQQZFl1t j8p	8/6/15 20:46		
No candidate mentioned	yes	Negative	0.6644	FOX News or Moderators	142	We the American people pick the next President of United States not FOX News ___ #GOPDebate  #GOPDebates	8/6/15 20:46	"Newport Beach, California"	Pacific Time (US & Canada)
Donald Trump	yes	Positive	0.6522	FOX News or Moderators	73	RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ___	8/6/15 20:46		Pacific Time (US & Canada)
John Kasich	yes	Positive	0.3556	None of the above	2	No doubt! Huge bump! #Kasich #GopDebates  https://t.co/VAnC0qxY4C	8/6/15 20:46	Viva Las Vegas NV.	Pacific Time (US & Canada)
